"字詞名","輕鬆輸入法編碼","分析可能的輕鬆輸入法編碼","查無對映的輕鬆輸入法編碼"
"久仰",",.o9","",""
"久仰",",oo9","",""
"久違",",.zj","",""
"久違",",ozj","",""
"久遠",",.z[","",""
"久遠",",oz[","",""
"玖","97","",""
"玖","m.","",""
"玖","mo","",""
"灸",",f","",""
"韭","1m","",""
"韭黃","1mt8","",""
"韭菜","1mtd","",""
"酒","ew","",""
"酒吧","ewr'","",""
"酒保","ewod","",""
"酒瓶","ewt'","",""
"酒母","ew=y","",""
"酒店","ew`r","",""
"酒囊飯袋","ejoo","",""
"酒樓","ewdv","",""
"酒力","ewjn","",""
"酒力","ewmn","",""
"酒力","ewn,","",""
"酒量","ewag","",""
"酒令","ewoy","",""
"酒過三巡","ezmz","",""
"酒鬼","ew,'","",""
"酒鬼","ew,/","",""
"酒酣耳熱","em9g","",""
"酒話","ew4r","",""
"酒會","ewoa","",""
"酒家","ew7.","",""
"酒精","ewtb","",""
"酒席","ew`1","",""
"酒肉朋友","ebbj","",""
"酒肉朋友","eobj","",""
"酒足飯飽","eroo","",""
"酒醉","ewmj","",""
"酒意","ewyp","",""
"酒宴","ew7v","",""
"酒癮","ewyp","",""
"酒癮","ew`p","",""
"酒窩","ew7b","",""
"臼",",m","",""
"臼",",]","",""
"舅",",n","",""
"舅媽",",nvn","",""
"舅母",",n=y","",""
"舅父",",n8x","",""
"舅公",",n8/","",""
"舅舅",",n,n","",""
"舊","tm","",""
"舊","t]","",""
"舊地","tmg'","",""
"舊地","t]g'","",""
"舊地重遊","tg,z","",""
"舊調重彈","t4,n","",""
"舊曆","tm`a","",""
"舊曆","t]`a","",""
"舊觀","tmt-","",""
"舊觀","t]t-","",""
"舊貨","tmo5","",""
"舊貨","t]o5","",""
"舊疾復發","ty,.","",""
"舊疾復發","t`,.","",""
"舊交","tmyx","",""
"舊交","t]yx","",""
"舊居","tmsr","",""
"舊居","t]sr","",""
"舊情","tmpb","",""
"舊情","t]pb","",""
"舊習","tmna","",""
"舊習","t]na","",""
"舊型","tmmg","",""
"舊型","t]mg","",""
"舊址","tmgm","",""
"舊址","t]gm","",""
"舊制","tm,b","",""
"舊制","t],b","",""
"舊稱","tm,b","",""
"舊稱","t],b","",""
"舊石器時代","tmra","",""
"舊式","tmim","",""
"舊式","tmmi","",""
"舊式","t]im","",""
"舊式","t]mi","",""
"舊事","tmjb","",""
"舊事","tmmb","",""
"舊事","t]jb","",""
"舊事","t]mb","",""
"舊書","tm1a","",""
"舊書","tm]a","",""
"舊書","t]1a","",""
"舊書","t]]a","",""
"舊書攤","t1q","",""
"舊書攤","t]q","",""
"舊屬","tmsn","",""
"舊屬","t]sn","",""
"舊日","tma","",""
"舊日","t]a","",""
"舊人","t]o","",""
"舊歲","tm1i","",""
"舊歲","t]1i","",""
"舊案","tm7d","",""
"舊案","t]7d","",""
"舊業","tmtd","",""
"舊業","t]td","",""
"舊雨新知","t6y,","",""
"舊聞","tma9","",""
"舊聞","t]a9","",""
"究","7'","",""
"究辦",",'yj","",""
"究竟","7'y-","",""
"疚","y.","",""
"疚","yo","",""
"疚","`.","",""
"疚","`o","",""
"柩","d[","",""
"咎",",r","",""
"咎由自取",",1,9","",""
"咎由自取",",w,9","",""
"救","jx","",""
"救兵","jx,8","",""
"救命","jxo9","",""
"救難","jxt0","",""
"救國","jxwi","",""
"救苦救難","jtjt","",""
"救護","jx4x","",""
"救護","jxtx","",""
"救護車","j42","",""
"救護車","jt2","",""
"救火車","jf2","",""
"救急","jx,p","",""
"救濟","jxe1","",""
"救星","jxag","",""
"救治","jxer","",""
"救助","jx7n","",""
"救助","jxbn","",""
"救世主","j'y","",""
"救世主","jmy","",""
"救世主","jty","",""
"救生圈","j,w","",""
"救生衣","j,y","",""
"救生員","j,r","",""
"救災","jx,f","",""
"救亡圖存","jywj","",""
"救援","jxqx","",""
"就","y'","",""
"就","y-","",""
"就範","y'h'","",""
"就範","y-h'","",""
"就逮","y-ze","",""
"就地","y'g'","",""
"就地","y-g'","",""
"就地取材","yg9d","",""
"就地正法","ygme","",""
"就讀","y'45","",""
"就讀","y-45","",""
"就教","y'gx","",""
"就教","y'xx","",""
"就教","y-gx","",""
"就教","y-xx","",""
"就近","y'z1","",""
"就近","y-z1","",""
"就寢","y'7x","",""
"就寢","y-7x","",""
"就緒","y'3a","",""
"就緒","y-3a","",""
"就學","y',b","",""
"就學","y-,b","",""
"就職","y'9i","",""
"就職","y-9i","",""
"就診","y'4,","",""
"就診","y-4,","",""
"就事論事","yj4j","",""
"就事論事","yj4m","",""
"就事論事","ym4j","",""
"就事論事","ym4m","",""
"就任","y'og","",""
"就任","y-og","",""
"就坐","y-og","",""
"就此罷手","y1wq","",""
"就此打住","y1qo","",""
"就醫","y'[w","",""
"就醫","y-[w","",""
"就義","y'ti","",""
"就義","y-ti","",""
"就業","y'td","",""
"就業","y-td","",""
"就位","y'ot","",""
"就位","y-ot","",""
"鷲","y0x","",""
"廄","`x","",""
"尖",",k","",""
"尖兵",",k,8","",""
"尖兵","bk,8","",""
"尖峰",",kuj","",""
"尖峰","bkuj","",""
"尖刀",",kmn","",""
"尖刀",",kn,","",""
"尖刀","bkn,","",""
"尖端",",kyb","",""
"尖端","bkyb","",""
"尖端科技",",y,q","",""
"尖端科技","by,q","",""
"尖刻",",kyb","",""
"尖叫",",kr1","",""
"尖叫","bkr1","",""
"尖銳",",kc-","",""
"尖銳","bkc-","",""
"尖嘴薄舌",",re,","",""
"尖嘴薄舌",",rem","",""
"尖嘴薄舌",",rt,","",""
"尖嘴薄舌",",rtm","",""
"尖嘴猴腮",",r,b","",""
"尖酸",",kmx","",""
"尖酸","bkmx","",""
"奸","vj","",""
"奸細","vj3w","",""
"奸笑","vjhk","",""
"奸險","vj9o","",""
"奸雄","vjj0","",""
"奸詐","vj4m","",""
"奸臣","vj[1","",""
"奸商","vjyb","",""
"奸賊","vj5i","",""
"肩","sb","",""
"肩膀","sbbn","",""
"肩負","sb,5","",""
"肩頭","sbm5","",""
"肩胛骨","sb7","",""
"肩章","sbyj","",""
"姦","vv","",""
"姦情","vvpb","",""
"姦殺","vvxx","",""
"姦淫","vveg","",""
"兼","t.","",""
"兼","ty","",""
"兼備","t.ob","",""
"兼備","tyob","",""
"兼辦","t.yj","",""
"兼辦","tyyj","",""
"兼併","t.ot","",""
"兼併","tyot","",""
"兼顧","t.s5","",""
"兼顧","tys5","",""
"兼管","t.hr","",""
"兼管","t.h]","",""
"兼管","tyhr","",""
"兼管","tyh]","",""
"兼課","t.4d","",""
"兼課","ty4d","",""
"兼具","t.78","",""
"兼具","t.b8","",""
"兼具","ty78","",""
"兼具","tyb8","",""
"兼職","t.9i","",""
"兼職","ty9i","",""
"兼差","t.tm","",""
"兼差","tytm","",""
"兼籌並顧","thts","",""
"兼程","t.,g","",""
"兼程","ty,g","",""
"兼善天下","ttmm","",""
"兼任","t.og","",""
"兼任","tyog","",""
"兼容並蓄","t7tt","",""
"兼營","t.fr","",""
"兼營","tyfr","",""
"蒹","tyx","",""
"縑","3.","",""
"縑","3y","",""
"鶼","t0x","",""
"鶼鰈","t0,d","",""
"鶼鰈情深","t,pe","",""
"堅","[g","",""
"堅壁清野","[sew","",""
"堅定","[g7o","",""
"堅固","[gwr","",""
"堅果","[gwd","",""
"堅苦卓絕","[ty3","",""
"堅拒","[gq[","",""
"堅決","[gek","",""
"堅強","[gnl","",""
"堅信","[go4","",""
"堅貞","[gy5","",""
"堅持","[gq;","",""
"堅稱","[g,b","",""
"堅實","[g75","",""
"堅守","[g7;","",""
"堅忍","[gnp","",""
"堅忍不拔","[nmq","",""
"堅韌","[gjn","",""
"堅韌","[g]n","",""
"堅毅","[gyx","",""
"堅硬","[gmx","",""
"鰹",",g","",""
"鰹",",gx","",""
"湔","eb","",""
"湔雪","eb6]","",""
"煎","tf","",""
"煎熬","tfgf","",""
"煎熬","tfjf","",""
"煎藥","tftd","",""
"菅","tr","",""
"菅","t]","",""
"間","aa","",""
"間奏","aajk","",""
"牋",",ix","",""
"箋","hi","",""
"犍",",j","",""
"犍",",z","",""
"犍",",jx","",""
"犍陀羅",",9w","",""
"監","[m","",""
"監票","[mmy","",""
"監督","[myw","",""
"監牢","[m7j","",""
"監管","[mhr","",""
"監管","[mh]","",""
"監工","[mmm","",""
"監考","[mgn","",""
"監護","[m4x","",""
"監護","[mtx","",""
"監禁","[mdy","",""
"監製","[m,[","",""
"監察","[m7y","",""
"監察委員","[7,r","",""
"監事","[mjb","",""
"監視","[my-","",""
"監試","[m4i","",""
"監守自盜","[7,e","",""
"監造","[mzr","",""
"監測","[meb","",""
"監獄","[m,k","",""
"緘","3i","",""
"緘默","3iwf","",""
"緘默","3iwk","",""
"艱","t[","",""
"艱難","t[t0","",""
"艱苦","t[tr","",""
"艱困","t[wd","",""
"艱巨","t[mm","",""
"艱巨","t[[]","",""
"艱鉅","t[c[","",""
"艱險","t[9o","",""
"艱辛","t[yj","",""
"艱深","t[ed","",""
"艱澀","t[em","",""
"殲","mi","",""
"殲滅","miei","",""
"柬","dw","",""
"柬","jd","",""
"揀","qd","",""
"揀破爛","qmf","",""
"揀選","qdz8","",""
"剪","tn","",""
"剪報","tngx","",""
"剪票","tnmy","",""
"剪刀","tnmn","",""
"剪刀","tnn,","",""
"剪貼","tn5r","",""
"剪輯","tn29","",""
"剪接","tnqv","",""
"剪紙","tn3i","",""
"剪除","tn9d","",""
"剪裁","tngi","",""
"剪裁","tnji","",""
"剪綵","tn3d","",""
"剪影","tna,","",""
"翦","tnx","",""
"減","ei","",""
"減班","eimg","",""
"減半","eitj","",""
"減免","ei,'","",""
"減免","ei,-","",""
"減法","eie/","",""
"減肥","eib'","",""
"減低","eiom","",""
"減退","eiz[","",""
"減緩","ei3x","",""
"減價","eio5","",""
"減輕","ei2m","",""
"減刑","eimb","",""
"減產","eiyg","",""
"減少","ei,,","",""
"減少","eib,","",""
"減省","ei,w","",""
"減省","eibw","",""
"減數","ei1x","",""
"減數","eiwx","",""
"減稅","ei,-","",""
"減弱","einn","",""
"減速","eizd","",""
"減縮","ei3a","",""
"減損","eiq5","",""
"減壓","ei`g","",""
"筧","h-","",""
"戩","mix","",""
"儉","oo","",""
"儉樸","oodk","",""
"儉省","oo,w","",""
"儉省","oobw","",""
"撿","qo","",""
"撿破爛","qmf","",""
"撿便宜","qo7","",""
"撿骨","qo7b","",""
"撿現成","qm`","",""
"檢","do","",""
"檢方","doyn","",""
"檢點","dowf","",""
"檢點","dowr","",""
"檢定","do7o","",""
"檢定考試","d7g4","",""
"檢討","do4;","",""
"檢討會","d4o","",""
"檢覈","domx","",""
"檢舉","do,j","",""
"檢修","doo,","",""
"檢查","dodm","",""
"檢察","do7y","",""
"檢察官","d77","",""
"檢場","dogn","",""
"檢視","doy-","",""
"檢字","do7b","",""
"檢測","doeb","",""
"檢肅","do11","",""
"檢肅","do]1","",""
"檢索","doj3","",""
"檢疫","doyx","",""
"檢疫","do`x","",""
"檢驗","domo","",""
"檢閱","doa-","",""
"瞼","wo","",""
"鹼","yo","",""
"鹼性","yopg","",""
"蹇","7ox","",""
"簡","ha","",""
"簡報","hagx","",""
"簡便","haox","",""
"簡樸","hadk","",""
"簡慢","hapx","",""
"簡明","haab","",""
"簡單","harj","",""
"簡牘","ha,5","",""
"簡牘","ha15","",""
"簡短","ha,t","",""
"簡體字","h77","",""
"簡陋","ha9'","",""
"簡陋","ha9b","",""
"簡練","ha3d","",""
"簡略","hawr","",""
"簡化","hao'","",""
"簡潔","hae3","",""
"簡介","hao1","",""
"簡直","hajm","",""
"簡章","hayj","",""
"簡稱","ha,b","",""
"簡任","haog","",""
"簡易","haan","",""
"簡要","hamv","",""
"繭","tb","",""
"件","oj","",""
"件數","oj1x","",""
"件數","ojwx","",""
"見","w-","",""
"見報","w-gx","",""
"見面","w-mw","",""
"見面禮","wmy","",""
"見分曉","w8a","",""
"見風轉舵","w,2,","",""
"見風轉舵","w-2,","",""
"見地","w-g'","",""
"見多識廣","w,4`","",""
"見利忘義","w,yt","",""
"見獵心喜","w,pg","",""
"見諒","w-4y","",""
"見高低","wyo","",""
"見怪","w-pg","",""
"見怪不怪","wpmp","",""
"見鬼","w-,'","",""
"見鬼","w-,/","",""
"見好就收","wvy'","",""
"見好就收","wvy1","",""
"見機行事","wd,j","",""
"見機行事","wd,m","",""
"見解","w-,j","",""
"見錢眼開","wcwa","",""
"見習","w-na","",""
"見效","w-yx","",""
"見笑","w-hk","",""
"見賢思齊","w[wy","",""
"見真章","wjy","",""
"見證","w-4t","",""
"見長","w-m[","",""
"見稱","w-,b","",""
"見識","w-4i","",""
"見仁見智","wow,","",""
"見死不救","wmmj","",""
"見異思遷","wwwz","",""
"見義勇為","wt.,","",""
"見義勇為","wt.y","",""
"見外","w-,y","",""
"見聞","w-a9","",""
"建","zj","",""
"建蔽率","zty","",""
"建坪","zjgj","",""
"建檔","zjdw","",""
"建黨","zjtf","",""
"建地","zjg'","",""
"建都","zjg9","",""
"建立","zjyt","",""
"建構","zjdb","",""
"建國","zjwi","",""
"建功","zjmn","",""
"建交","zjyx","",""
"建教合作","zgoo","",""
"建教合作","zxoo","",""
"建醮","zjmf","",""
"建軍","zj72","",""
"建照","zjaf","",""
"建築","zjhd","",""
"建築師","zh,","",""
"建築師","zhs","",""
"建設","zj4x","",""
"建設性","z4p","",""
"建商","zjyb","",""
"建樹","zjd;","",""
"建造","zjzr","",""
"建材","zjdb","",""
"建議","zj4i","",""
"建言","zj4","",""
"建物","zj,n","",""
"健","oj","",""
"健","oz","",""
"健保","ojod","",""
"健保","ozod","",""
"健步如飛","o1vm","",""
"健美","ojtk","",""
"健美","oztk","",""
"健談","oj4f","",""
"健談","oz4f","",""
"健朗","ojyb","",""
"健力","ojjn","",""
"健力","ojn,","",""
"健力","ozjn","",""
"健力","ozn,","",""
"健康","oj`e","",""
"健康","oz`e","",""
"健康教育","o`gj","",""
"健康教育","o`gy","",""
"健康教育","o`xj","",""
"健康教育","o`xy","",""
"健康食品","o`or","",""
"健康醋","o`m","",""
"健將","oj';","",""
"健將","oz';","",""
"健全","ojog","",""
"健全","ozog","",""
"健行","oj,b","",""
"健行","oz,b","",""
"健壯","oj'g","",""
"健壯","oj1g","",""
"健壯","oz'g","",""
"健壯","oz1g","",""
"健身","oj,b","",""
"健身","oz,b","",""
"健碩","ojm5","",""
"健在","ojjg","",""
"健在","ozjg","",""
"健兒","oj,-","",""
"健兒","oz,-","",""
"健忘","ojyp","",""
"健忘","ozyp","",""
"毽",",'","",""
"毽",",j","",""
"毽子",",'.b","",""
"毽子",",j.b","",""
"腱","bj","",""
"腱","bz","",""
"鍵","cj","",""
"鍵","cz","",""
"鍵盤","cj,m","",""
"鍵盤","cz,m","",""
"荐","tb","",""
"間","aa","",""
"間不容髮","am7m","",""
"間諜","aa4d","",""
"間斷","aa'1","",""
"間隔","aa9b","",""
"間接","aaqv","",""
"間隙","aa9y","",""
"間歇","aaao","",""
"間雜","aay0","",""
"澗","ea","",""
"瞷","wax","",""
"漸","e1","",""
"漸漸","e1e1","",""
"漸進","e1z0","",""
"漸進","e2z0","",""
"漸趨式微","egi,","",""
"漸趨式微","egm,","",""
"漸入佳境","eoog","",""
"漸次","e1mo","",""
"漸次","e1yo","",""
"監","[m","",""
"檻","dm","",""
"艦",",m","",""
"艦隊",",m9.","",""
"艦艇",",m,g","",""
"艦隻",",m0x","",""
"艦長",",mm[","",""
"鑒","[c","",""
"鑒定","[c7o","",""
"鑒賞","[ct5","",""
"鑑","cm","",""
"鑑別","cmrb","",""
"鑑定","cm7o","",""
"鑑古推今","cjqo","",""
"鑑識","cm4i","",""
"鑑賞","cmt5","",""
"僭","oa","",""
"僭越","oagi","",""
"賤","5i","",""
"賤賣","5ig5","",""
"賤骨頭","57m","",""
"賤價","5io5","",""
"踐","ri","",""
"踐踏","rira","",""
"踐諾","ri4r","",""
"踐祚","riym","",""
"餞","oi","",""
"餞別","oirb","",""
"餞行","oi,b","",""
"濺","ei","",""
"箭","hb","",""
"箭靶","hbt'","",""
"箭步","hb1,","",""
"箭竹","hbhh","",""
"箭在弦上","hjny","",""
"箭也似的","h.o\","",""
"箭也似的","h.o,","",""
"箭也似的","hjo\","",""
"箭也似的","hjo,","",""
"箭也似的","hno\","",""
"箭也似的","hno,","",""
"箭無虛發","h,y.","",""
"劍","ob","",""
"劍拔弩張","oqvn","",""
"劍道","obzw","",""
"劍及履及","o.s.","",""
"劍術","ob,b","",""
"諫","4d","",""
"諫臣","4d[1","",""
"諫言","4d44","",""
"薦","tn","",""
"薦任","tnog","",""
"巾","11","",""
"巾","1b","",""
"巾","b1","",""
"巾幗","111w","",""
"巾幗","11bw","",""
"巾幗","1b1w","",""
"巾幗","1bbw","",""
"巾幗","b11w","",""
"巾幗","b1bw","",""
"巾幗英雄","11tj","",""
"巾幗英雄","1btj","",""
"巾幗英雄","b1tj","",""
"巾幗英雄","bbtj","",""
"今","o.","",""
"今非昔比","o,t'","",""
"今非昔比","o,t1","",""
"今非昔比","o1t'","",""
"今非昔比","o1t1","",""
"今天","o.mk","",""
"今年","o.,j","",""
"今後","o.,x","",""
"今昔","o.ta","",""
"今世","o.'t","",""
"今世","o.m'","",""
"今世","o.t'","",""
"今是昨非","oaa,","",""
"今是昨非","oaa1","",""
"今生","o.,g","",""
"今日","o.a","",""
"今晚","o.a-","",""
"矜","..","",""
"矜持","..q;","",""
"衿","y.x","",""
"斤",",1","",""
"斤兩",",1mb","",""
"斤斤計較",",,42","",""
"金","c","",""
"金箔","ccha","",""
"金榜題名","cda,","",""
"金碧輝煌","cmtf","",""
"金臂人","cso","",""
"金牌","c,j","",""
"金牌","c1j","",""
"金盆洗手","c8eq","",""
"金馬獎","cm'","",""
"金馬獎","cm1","",""
"金黴素","c,j","",""
"金飯碗","com","",""
"金風","c,'","",""
"金風","c-l","",""
"金風玉露","c,m6","",""
"金風玉露","c-m6","",""
"金鼎獎","c''","",""
"金鼎獎","c'1","",""
"金鼎獎","c1'","",""
"金鼎獎","c11","",""
"金鼎獎","cw'","",""
"金鼎獎","cw1","",""
"金湯","cen","",""
"金條","cod","",""
"金童玉女","cymv","",""
"金蘭","cta","",""
"金蘭","ctd","",""
"金蘭之交","ctyy","",""
"金縷玉衣","c3my","",""
"金剛","cbb","",""
"金龜婿","c,v","",""
"金光黨","ctt","",""
"金光閃耀","ctat","",""
"金科玉律","c,m,","",""
"金口","cr","",""
"金庫","c`2","",""
"金礦","cm8","",""
"金婚","cva","",""
"金黃色","ct,","",""
"金價","co5","",""
"金錢","cci","",""
"金錢豹","cc,","",""
"金權政治","cdme","",""
"金像獎","co'","",""
"金像獎","co1","",""
"金星","cag","",""
"金枝玉葉","cdmt","",""
"金質","c,5","",""
"金針","ccj","",""
"金針菜","cct","",""
"金釵","ccx","",""
"金蟬脫殼","clbg","",""
"金石","cmr","",""
"金飾","co1","",""
"金身","c,b","",""
"金屬","csn","",""
"金屬疲勞","csyf","",""
"金屬疲勞","cs`f","",""
"金融","cml","",""
"金融市場","cmyg","",""
"金字塔","c7g","",""
"金字招牌","c7q,","",""
"金字招牌","c7q1","",""
"金絲雀","c3,","",""
"金絲雀","c3b","",""
"金色年華","c,,t","",""
"金三角","c3,","",""
"金三角","cm,","",""
"金嗓子","cr.","",""
"金額","c75","",""
"金言","c4","",""
"金屋藏嬌","cstv","",""
"金文","cyx","",""
"金魚","c,f","",""
"金玉滿堂","cmet","",""
"金玉良言","cmy4","",""
"金玉其外，敗絮其中","cmt,","",""
"津","ej","",""
"津貼","ej5r","",""
"津梁","ejed","",""
"津津樂道","ee3z","",""
"津津有味","eejr","",""
"津要","ejmv","",""
"觔",",n","",""
"觔斗",",nyj","",""
"筋","hn","",""
"筋疲力竭","hyjy","",""
"筋疲力竭","hymy","",""
"筋疲力竭","hyny","",""
"筋疲力竭","h`jy","",""
"筋疲力竭","h`my","",""
"筋疲力盡","hyj1","",""
"筋疲力盡","hyj]","",""
"筋疲力盡","hym1","",""
"筋疲力盡","hym]","",""
"筋疲力盡","hyn1","",""
"筋疲力盡","hyn]","",""
"筋疲力盡","h`j1","",""
"筋疲力盡","h`j]","",""
"筋疲力盡","h`m1","",""
"筋疲力盡","h`m]","",""
"筋疲力盡","h`n1","",""
"筋疲力盡","h`n]","",""
"筋斗","hnyj","",""
"筋絡","hn3r","",""
"筋骨","hn7b","",""
"禁","dy","",""
"禁不起","dmg","",""
"禁不住","dmo","",""
"襟","yy","",""
"襟懷","yyp[","",""
"巹",".'x","",""
"堇","tgx","",""
"菫","tgx","",""
"僅","og","",""
"僅僅","ogog","",""
"僅有","ogjb","",""
"瑾","mg","",""
"瑾瑜","mgmb","",""
"槿","dgx","",""
"謹","4g","",""
"謹防","4g9n","",""
"謹記","4g4'","",""
"謹守","4g7;","",""
"謹慎","4gp8","",""
"謹言","4g44","",""
"謹言慎行","44p,","",""
"謹嚴","4grx","",""
"饉","og","",""
"緊","[3","",""
"緊繃","[33b","",""
"緊閉","[3ab","",""
"緊迫","[3za","",""
"緊迫盯人","[zwo","",""
"緊密","[37u","",""
"緊鄰","[39j","",""
"緊鄰","[3t9","",""
"緊鑼密鼓","[c7g","",""
"緊箍咒","[hr","",""
"緊急","[3,p","",""
"緊急處分","[,y8","",""
"緊記","[34'","",""
"緊接","[3qv","",""
"緊緊","[3[3","",""
"緊張","[3n[","",""
"緊追不捨","[zmq","",""
"緊身衣","[,y","",""
"緊湊","[3ek","",""
"緊縮","[33a","",""
"緊要","[3mv","",""
"緊要關頭","[mam","",""
"儘","om","",""
"儘量","omag","",""
"儘管","omhr","",""
"儘管","omh]","",""
"儘快","ompk","",""
"儘早","omaj","",""
"錦","c1","",""
"錦標","c1dy","",""
"錦緞","c13x","",""
"錦囊","c1j[","",""
"錦囊妙計","cjv4","",""
"錦旗","c1y8","",""
"錦繡","c131","",""
"錦上添花","cyet","",""
"錦衣玉食","cymo","",""
"近","z1","",""
"近年","z1,j","",""
"近來","z1do","",""
"近來","z1jd","",""
"近來","z1m.","",""
"近鄰","z1t9","",""
"近況","z1e-","",""
"近海","z1e=","",""
"近畿","z13i","",""
"近郊","z1y9","",""
"近期","z1tb","",""
"近親","z1y-","",""
"近情近理","zpzm","",""
"近朱者赤，近墨者黑","z,gg","",""
"近處","z1y-","",""
"近處","z1yx","",""
"近視","z1y-","",""
"近視眼","zyw","",""
"近水樓臺","zedg","",""
"近日","z1a","",""
"近在咫尺","zjss","",""
"近在眼前","zjwt","",""
"近作","z1om","",""
"近似","z1oo","",""
"近因","z1wk","",""
"近悅遠來","zpzd","",""
"近悅遠來","zpzj","",""
"近悅遠來","zpzm","",""
"浸","ex","",""
"浸泡","exe'","",""
"浸透","exzn","",""
"浸溼","exeg","",""
"浸蝕","exol","",""
"浸染","exed","",""
"浸潤","exea","",""
"浸潤","exeg","",""
"浸漬","exe5","",""
"浸淫","exeg","",""
"晉","ma","",""
"晉級","ma3x","",""
"晉階","ma9a","",""
"晉見","maw-","",""
"晉升","ma,t","",""
"晉用","mab1","",""
"晉用","mabj","",""
"搢","qax","",""
"搢紳","qx31","",""
"進","z0","",""
"進逼","z0zw","",""
"進補","z0yb","",""
"進步","z01,","",""
"進發","z0.x","",""
"進犯","z0,'","",""
"進德","z0,p","",""
"進度","z0`x","",""
"進退兩難","zzmt","",""
