¶r¿Wß«∏π,¶r,≥°≠∫,µßµe,•X≤{¿W¶∏,≤÷øn¿W¶∏,≤÷øn¶ §¿§Ò
2907,º¶,§ﬂ,15,9,1000201,99.43779229
2908,º‘,§Ï,15,9,1000210,99.43868705
2909,ΩS,•€,15,9,1000219,99.43958181
2910,Ωv,¶Õ,15,9,1000228,99.44047657
2911,Ω°,¶–,15,9,1000237,99.44137133
2912,Ω›,®ß,15,9,1000246,99.44226609
2913,Ω‚,®©,15,9,1000255,99.44316085
2914,æ~,≥æ,15,9,1000264,99.44405561
2915,æŒ,§ﬂ,16,9,1000273,99.44495037
2916,æ˝,§Ù,16,9,1000282,99.44584513
2917,øp,•›,16,9,1000291,99.44673989
2918,øº, J,16,9,1000300,99.44763465
2919,øı,™˜,16,9,1000309,99.44852941
2920,¿j,≥Ω,16,9,1000318,99.44942417
2921,¿ƒ,∆“,17,9,1000327,99.45031893
2922,¡^,¶Õ,17,9,1000336,99.45121369
2923,¡ß, J,17,9,1000345,99.45210845
2924,¡æ,®•,17,9,1000354,99.45300321
2925,¡÷,®Æ,17,9,1000363,99.45389797
2926,¬^,§‚,18,9,1000372,99.45479273
2927,¬r,§Ù,18,9,1000381,99.45568749
2928,¬È,™˜,18,9,1000390,99.45658225
2929,√@,≠≤,18,9,1000399,99.45747701
2930,√Æ,¶À,19,9,1000408,99.45837177
2931,√,™˜,19,9,1000417,99.45926654
2932,ƒ™, J,20,9,1000426,99.46016130
2933,ƒË,§Ô,21,9,1000435,99.46105606
2934,≈B,®©,21,9,1000444,99.46195082
2935,≈b,≥æ,21,9,1000453,99.46284558
2936,≈f,∂¬,21,9,1000462,99.46374034
2937,≈˘, I,24,9,1000471,99.46463510
2938,∆P,≥ø,24,9,1000480,99.46552986
2939,§_,§G,03,8,1000488,99.46632520
2940,§Ã,…D,04,8,1000496,99.46712054
2941,•E,∆¿,05,8,1000504,99.46791588
2942,•a,§Q,05,8,1000512,99.46871123
2943,•∫,§Q,05,8,1000520,99.46950657
2944,¶z,§s,06,8,1000528,99.47030191
2945,¶¢,§},06,8,1000536,99.47109725
2946,¶›,¶›,06,8,1000544,99.47189260
2947,ßX,…C,07,8,1000552,99.47268794
2948,®`,§ı,07,8,1000560,99.47348328
2949,®m,•’,07,8,1000568,99.47427862
2950,®y,¶◊,07,8,1000576,99.47507397
2951,©S,§f,08,8,1000584,99.47586931
2952,©—,§·,08,8,1000592,99.47666465
2953,©‰,§‚,08,8,1000600,99.47745999
2954,©˛,§È,08,8,1000608,99.47825534
2955,™j,§Ù,08,8,1000616,99.47905068
2956,™‹, J,08,8,1000624,99.47984602
2957,™Â, J,08,8,1000632,99.48064136
2958,´F,∆¬,09,8,1000640,99.48143671
2959,´W,§H,09,8,1000648,99.48223205
2960,´v,§f,09,8,1000656,99.48302739
2961,´À,§r,09,8,1000664,99.48382273
2962,´È,§ﬂ,09,8,1000672,99.48461808
2963,´Ó,§ﬂ,09,8,1000680,99.48541342
2964,≠f, J,09,8,1000688,99.48620876
2965,≠≥,≠≥,09,8,1000696,99.48700410
2966,≠Ÿ,§H,10,8,1000704,99.48779945
2967,≠⁄,§H,10,8,1000712,99.48859479
2968,Ø–,¶‘,10,8,1000720,99.48939013
2969,∞¬,§I,11,8,1000728,99.49018547
2970,∞ƒ,§L,11,8,1000736,99.49098082
2971,±F,∆À,11,8,1000744,99.49177616
2972,±«,§‚,11,8,1000752,99.49257150
2973,≤],§Ù,11,8,1000760,99.49336684
2974,≤j,§ı,11,8,1000768,99.49416219
2975,≤ø,•ﬁ,11,8,1000776,99.49495753
2976,≥Ë,§f,12,8,1000784,99.49575287
2977,¥D,§k,12,8,1000792,99.49654821
2978,¥“,§Ï,12,8,1000800,99.49734356
2979,µ@,§Ù,12,8,1000808,99.49813890
2980,µ[,•…,12,8,1000816,99.49893424
2981,µ´,¶À,12,8,1000824,99.49972958
2982,µ±,¶Õ,12,8,1000832,99.50052493
2983,µŸ, J,12,8,1000840,99.50132027
2984,µ˙,®•,12,8,1000848,99.50211561
2985,∂u,™˜,12,8,1000856,99.50291095
2986,∂z,™˜,12,8,1000864,99.50370630
2987,∂Â,§f,13,8,1000872,99.50450164
2988,∂Ô,§g,13,8,1000880,99.50529698
2989,∑J,∆–,13,8,1000888,99.50609232
2990,∑r,§Ê,13,8,1000896,99.50688767
2991,∑v,§È,13,8,1000904,99.50768301
2992,∑∞,§Ï,13,8,1000912,99.50847835
2993,∑ˆ,∆‘,13,8,1000920,99.50927369
2994,∑¸,•ÿ,13,8,1000928,99.51006904
2995,∏K,•€,13,8,1000936,99.51086438
2996,∏^,•ﬁ,13,8,1000944,99.51165972
2997,∏™, J,13,8,1000952,99.51245506
2998,∏«,¶Á,13,8,1000960,99.51325041
2999,∏Î,®©,13,8,1000968,99.51404575
3000,π•,∞®,13,8,1000976,99.51484109
3001,ππ,§L,14,8,1000984,99.51563643
3002,π÷,§g,14,8,1000992,99.51643178
3003,∫≈,∆‘,14,8,1001000,99.51722712
3004,ª|,®•,14,8,1001008,99.51802246
3005,ºH,§f,15,8,1001016,99.51881780
3006,º•,§ﬂ,15,8,1001024,99.51961315
3007,º©,§ﬂ,15,8,1001032,99.52040849
3008,ºº,§‚,15,8,1001040,99.52120383
3009,ºﬁ,…_,15,8,1001048,99.52199917
3010,æd,≠≤,15,8,1001056,99.52279452
3011,æÕ,§ﬂ,16,8,1001064,99.52358986
3012,ø∂, J,16,8,1001072,99.52438520
3013,ø∑, J,16,8,1001080,99.52518054
3014,¿¨,§s,17,8,1001088,99.52597589
3015,¿¸,•ÿ,17,8,1001096,99.52677123
3016,¡\,¶Õ,17,8,1001104,99.52756657
3017,¡ﬂ,®ª,17,8,1001112,99.52836191
3018,¬K,∂¬,17,8,1001120,99.52915726
3019,¬b,§Ï,18,8,1001128,99.52995260
3020,¬e,§Ï,18,8,1001136,99.53074794
3021,¬∏,¶Õ,18,8,1001144,99.53154328
3022,√o,§Ï,19,8,1001152,99.53233863
3023,√{,§ı,19,8,1001160,99.53313397
3024,ƒQ,≥¿,19,8,1001168,99.53392931
3025,ƒp,∆‘,20,8,1001176,99.53472465
3026,≈R,´B,21,8,1001184,99.53551999
3027,≈k,§H,22,8,1001192,99.53631534
3028,≈À,§‚,23,8,1001200,99.53711068
3029,∆E,´B,24,8,1001208,99.53790602
3030,∆r,™˜,27,8,1001216,99.53870136
3031,÷J,§ı,11,8,1001224,99.53949671
3032,Ÿy,§Â,12,8,1001232,99.54029205
3033,„È,¶‰,14,8,1001240,99.54108739
3034,(˘◊),™˜,16,8,1001248,99.54188273
3035,é∏,§¸,13,7,1001255,99.54257866
3036,§N,§M,02,7,1001262,99.54327458
3037,§™,§G,04,7,1001269,99.54397051
3038,§ˆ,§ˆ,04,7,1001276,99.54466643
3039,•A,§@,05,7,1001283,99.54536236
3040,•K,§H,05,7,1001290,99.54605828
3041,•≈,§Ù,05,7,1001297,99.54675421
3042,•∆,§Ù,05,7,1001304,99.54745013
3043,•œ,•Œ,05,7,1001311,99.54814606
3044,¶K,…C,06,7,1001318,99.54884198
3045,¶™,§‚,06,7,1001325,99.54953791
3046,¶Ó,§H,07,7,1001332,99.55023383
3047,ßØ,§k,07,7,1001339,99.55092976
3048,ß’,§ﬂ,07,7,1001346,99.55162568
3049,ß‡,§‚,07,7,1001353,99.55232160
3050,®U,§Ù,07,7,1001360,99.55301753
3051,®‹,§H,08,7,1001367,99.55371345
3052,©∞,∆Œ,08,7,1001374,99.55440938
3053,™_,§Ù,08,7,1001381,99.55510530
3054,™h,§Ù,08,7,1001388,99.55580123
3055,´z,§f,09,7,1001395,99.55649715
3056,´°,§f,09,7,1001402,99.55719308
3057,´Æ,§g,09,7,1001409,99.55788900
3058,´∂,§j,09,7,1001416,99.55858493
3059,¨`,§Ï,09,7,1001423,99.55928085
3060,¨≤,§ı,09,7,1001430,99.55997678
3061,¨º,§¸,09,7,1001437,99.56067270
3062,≠~,∆÷,09,7,1001444,99.56136863
3063,≠ﬂ,∆ƒ,10,7,1001451,99.56206455
3064,≠¸,§f,10,7,1001458,99.56276047
3065,ÆE,…I,10,7,1001465,99.56345640
3066,Æk,§s,10,7,1001472,99.56415232
3067,Æπ,§‚,10,7,1001479,99.56484825
3068,ØM,§ı,10,7,1001486,99.56554417
3069,Ø\,•…,10,7,1001493,99.56624010
3070,Ø{,•€,10,7,1001500,99.56693602
3071,Ø’,¶’,10,7,1001507,99.56763195
3072,ØÌ, J,10,7,1001514,99.56832787
3073,∞a,®Æ,10,7,1001521,99.56902380
3074,±E,§l,11,7,1001528,99.56971972
3075,±V,§s,11,7,1001535,99.57041565
3076,±Z,§s,11,7,1001542,99.57111157
3077,±[,§s,11,7,1001549,99.57180750
3078,≤∏,•€,11,7,1001556,99.57250342
3079,≤‹,¶œ,11,7,1001563,99.57319934
3080,≥x,∆÷,11,7,1001570,99.57389527
3081,≥√,§H,12,7,1001577,99.57459119
3082,≥ÿ,§f,12,7,1001584,99.57528712
3083,≥Ÿ,§f,12,7,1001591,99.57598304
3084,≥È,§f,12,7,1001598,99.57667897
3085,¥¥,§Â,12,7,1001605,99.57737489
3086,¥Ã,§Ï,12,7,1001612,99.57807082
3087,¥Ÿ,§Ï,12,7,1001619,99.57876674
3088,¥Î,§Ù,12,7,1001626,99.57946267
3089,µa,•…,12,7,1001633,99.58015859
3090,µj,∆‘,12,7,1001640,99.58085452
3091,µ∞,¶Ã,12,7,1001647,99.58155044
3092,µ∂,¶Õ,12,7,1001654,99.58224637
3093,µ‚, J,12,7,1001661,99.58294229
3094,µ,¶‰,12,7,1001668,99.58363821
3095,∂π,≠π,12,7,1001675,99.58433414
3096,∂ø,∞®,12,7,1001682,99.58503006
3097,∂‚,§f,13,7,1001689,99.58572599
3098,∑ ,§Ù,13,7,1001696,99.58642191
3099,∑÷,§ı,13,7,1001703,99.58711784
3100,∑„,•…,13,7,1001710,99.58781376
3101,∑Î,•…,13,7,1001717,99.58850969
3102,∑¯,•◊,13,7,1001724,99.58920561
3103,∏A,•ÿ,13,7,1001731,99.58990154
3104,∏ø,¶‰,13,7,1001738,99.59059746
3105,∏·,®•,13,7,1001745,99.59129339
3106,∏È,®©,13,7,1001752,99.59198931
3107,πN,∆÷,13,7,1001759,99.59268524
3108,πk,™˙,13,7,1001766,99.59338116
3109,πÂ,§l,13,7,1001773,99.00000000
3110,π,§r,14,7,1001780,99.59477301
3111,∫{,§Ù,14,7,1001787,99.59546893
3112,∫Ï,¶Õ,14,7,1001794,99.59616486
3113,ª¿,®∂,14,7,1001801,99.59686078
3114,ºZ,§g,15,7,1001808,99.59755671
3115,ºr,∆Œ,15,7,1001815,99.59825263
3116,Ω™, J,15,7,1001822,99.59894856
3117,Ω´, J,15,7,1001829,99.59964448
3118,Ω∫,¶‰,15,7,1001836,99.60034041
3119,æ`,´B,15,7,1001843,99.60103633
3120,æß,§H,16,7,1001850,99.60173226
3121,æ¥,§f,16,7,1001857,99.60242818
3122,ø≤,¶‹,16,7,1001864,99.60312411
3123,¿T,≠≤,16,7,1001871,99.60382003
3124,¿Z,≠∂,16,7,1001878,99.60451595
3125,¿≈,∆“,17,7,1001885,99.60521188
3126,√m,§È,19,7,1001892,99.60590780
3127,√t,§Ù,19,7,1001899,99.60660373
3128,√Ã,¶Á,19,7,1001906,99.60729965
3129,ƒV,§f,19,7,1001913,99.60799558
3130,ƒZ,§f,20,7,1001920,99.60869150
3131,ƒo,∆‘,20,7,1001927,99.60938743
3132,ƒ|,¶Õ,20,7,1001934,99.61008335
3133,≈a,≥æ,21,7,1001941,99.61077928
3134,≈π,≠π,22,7,1001948,99.61147520
3135,≈Ï,≥Ω,23,7,1001955,99.61217113
3136,≈,∂¬,23,7,1001962,99.61286705
3137,≈Ò,§f,24,7,1001969,99.61356298
3138,∆j,∞®,26,7,1001976,99.61425890
3139,∆w,™˜,28,7,1001983,99.61495482
3140,÷ﬂ,¶Ã,11,7,1001990,99.61565075
3141,ﬂN,¶À,13,7,1001997,99.61634667
3142,ÍM,§ı,16,7,1002004,99.61704260
3143,§•,°U,04,6,1002010,99.61763911
3144,§‘,§j,04,6,1002016,99.61823561
3145,•Ë,∆¬,06,6,1002022,99.61883212
3146,¶`,§g,06,6,1002028,99.61942863
3147,¶∆,§Ù,06,6,1002034,99.62002513
3148,®n,•ÿ,07,6,1002040,99.62062164
3149,®∂,®∂,07,6,1002046,99.62121815
3150,®Õ,§H,08,6,1002052,99.62181465
3151,®‘,§H,08,6,1002058,99.62241116
3152,©ß,§s,08,6,1002064,99.62300767
3153,™D,§Ï,08,6,1002070,99.62360417
3154,™Û,®∂,08,6,1002076,99.62420068
3155,™˙,™˙,08,6,1002082,99.62479719
3156,´V,§H,09,6,1002088,99.62539369
3157,´¡,§k,09,6,1002094,99.62599020
3158,¨n,§Ó,09,6,1002100,99.62658671
3159,≠b, J,09,6,1002106,99.62718322
3160,≠≈,§H,10,6,1002112,99.62777972
3161,≠Ì,…D,10,6,1002118,99.62837623
3162,≠˜,§f,10,6,1002124,99.62897274
3163,Æd,∆À,10,6,1002130,99.62956924
3164,Æ§,§ﬂ,10,6,1002136,99.63016575
3165,ÆØ,§ﬂ,10,6,1002142,99.63076226
3166,Æ›,§Ï,10,6,1002148,99.63135876
3167,ÆË,§Ï,10,6,1002154,99.63195527
3168,ØÔ, J,10,6,1002160,99.63255178
3169,∞ß,≠π,10,6,1002166,99.63314828
3170,∞¯,§j,11,6,1002172,99.63374479
3171,±‡,§È,11,6,1002178,99.63434130
3172,≤B,…a,11,6,1002184,99.63493780
3173,≤µ,•ÿ,11,6,1002190,99.63553431
3174,≤, J,11,6,1002196,99.63613082
3175,≥^,®•,11,6,1002202,99.63672732
3176,≥÷,…D,12,6,1002208,99.63732383
3177,≥„,§f,12,6,1002214,99.63792034
3178,¥F,§l,12,6,1002220,99.63851685
3179,¥|,§‚,12,6,1002226,99.63911335
3180,¥‚,…a,12,6,1002232,99.63970986
3181,µK,§ı,12,6,1002238,99.64030637
3182,µ`,•…,12,6,1002244,99.64090287
3183,∂„,§f,13,6,1002250,99.64149938
3184,∑B,§k,13,6,1002256,99.64209589
3185,∑o,§‚,13,6,1002262,99.64269239
3186,∑},§Ï,13,6,1002268,99.64328890
3187,∑…,§Ù,13,6,1002274,99.64388541
3188,∑,∆‘,13,6,1002280,99.64448191
3189,∏M,•€,13,6,1002286,99.64507842
3190,∏»,¶Á,13,6,1002292,99.64567493
3191,∏Ÿ,®•,13,6,1002298,99.64627143
3192,πv,≠≤,13,6,1002304,99.64686794
3193,π¨,§H,14,6,1002310,99.64746445
3194,π≤,§H,14,6,1002316,99.64806096
3195,∫J,§‚,14,6,1002322,99.64865746
3196,∫P,§‚,14,6,1002328,99.64925397
3197,∫¬,•À,14,6,1002334,99.64985048
3198,∫„,¶À,14,6,1002340,99.65044698
3199,ª‘,™˘,14,6,1002346,99.65104349
3200,º^,§k,15,6,1002352,99.65164000
3201,º™,§ﬂ,15,6,1002358,99.65223650
3202,º∞,§‚,15,6,1002364,99.65283301
3203,º±,§‚,15,6,1002370,99.65342952
3204,ºÃ,§Ï,15,6,1002376,99.65402602
3205,ºﬂ,§Ù,15,6,1002382,99.65462253
3206,Ωn,¶Õ,15,6,1002388,99.65521904
3207,Ω˘,®Æ,15,6,1002394,99.65581554
3208,øq,•›,16,6,1002400,99.65641205
3209,ø®,¶Õ,16,6,1002406,99.65700856
3210,øª, J,16,6,1002412,99.65760506
3211,ø‰,®¨,16,6,1002418,99.65820157
3212,øÒ,∆÷,16,6,1002424,99.65879808
3213,¿≠,§s,17,6,1002430,99.65939459
3214,¿¡,§‚,17,6,1002436,99.65999109
3215,¿∆,§È,17,6,1002442,99.66058760
3216,¡L,¶À,17,6,1002448,99.66118411
3217,¬T,§k,18,6,1002454,99.66178061
3218,¬`,§È,18,6,1002460,99.66237712
3219,¬l,§Ô,18,6,1002466,99.66297363
3220,¬’,®•,18,6,1002472,99.66357013
3221,¬Û,™˘,18,6,1002478,99.66416664
3222,√`,§f,19,6,1002484,99.66476315
3223,√≤,¶À,19,6,1002490,99.66535965
3224,√∂,¶Õ,19,6,1002496,99.66595616
3225,ƒb,§ﬂ,20,6,1002502,99.66655267
3226,ƒj,§Ù,20,6,1002508,99.66714917
3227,ƒ€,§f,21,6,1002514,99.66774568
3228,ƒ,¶À,21,6,1002520,99.66834219
3229,≈E,®¨,21,6,1002526,99.66893870
3230,≈_,≥Ω,21,6,1002532,99.66953520
3231,≈r,§s,22,6,1002538,99.67013171
3232,∆n,®¨,27,6,1002544,99.67072822
3233,‘£,§f,11,6,1002550,99.67132472
3234,ﬂÔ,¶‰,13,6,1002556,99.67192123
3235,Â_,§k,15,6,1002562,99.67251774
3236,Ó≈,®ª,17,6,1002568,99.67311424
3237,(˘⁄),§ﬂ,09,6,1002574,99.67371075
3238,§b,§M,03,5,1002579,99.67420784
3239,¶µ,§Ï,06,5,1002584,99.67470493
3240,¶˛,§H,07,5,1002589,99.67520202
3241,ß√,§s,07,5,1002594,99.67569911
3242,®P,§Ù,07,5,1002599,99.67619620
3243,®r,•›,07,5,1002604,99.67669328
3244,®°, J,07,5,1002609,99.67719037
3245,®’,§H,08,5,1002614,99.67768746
3246,©Q,§f,08,5,1002619,99.67818455
3247,©∑,§},08,5,1002624,99.67868164
3248,©ƒ,§ﬂ,08,5,1002629,99.67917873
3249,©ÿ,§‚,08,5,1002634,99.67967582
3250,™C,§Ï,08,5,1002639,99.68017291
3251,™∞,§¸,08,5,1002644,99.68067000
3252,™Ó,®Æ,08,5,1002649,99.68116709
3253,´f,§M,09,5,1002654,99.68166417
3254,´w,§f,09,5,1002659,99.68216126
3255,´™,…I,09,5,1002664,99.68265835
3256,¨ÿ,•◊,09,5,1002669,99.68315544
3257,≠_, J,09,5,1002674,99.68365253
3258,ÆK,§g,10,5,1002679,99.68414962
3259,Æh,§r,10,5,1002684,99.68464671
3260,Æ°,§ﬂ,10,5,1002689,99.68514380
3261,ØY,•»,10,5,1002694,99.68564089
3262,Ø[,•…,10,5,1002699,99.68613798
3263,Øt,•ÿ,10,5,1002704,99.68663507
3264,Øø,¶Õ,10,5,1002709,99.68713215
3265,Ø, J,10,5,1002714,99.68762924
3266,∞W,®•,10,5,1002719,99.68812633
3267,∞◊,§f,11,5,1002724,99.68862342
3268,∞,§g,11,5,1002729,99.68912051
3269,±P,§r,11,5,1002734,99.68961760
3270,±c,§y,11,5,1002739,99.69011469
3271,±p,…L,11,5,1002744,99.69061178
3272,±v,§ﬂ,11,5,1002749,99.69110887
3273,±Õ,∆“,11,5,1002754,99.69160596
3274,±ﬁ,§È,11,5,1002759,99.69210304
3275,≤C,§Ù,11,5,1002764,99.69260013
3276,≤Y,§Ù,11,5,1002769,99.69309722
3277,≤c,§Ù,11,5,1002774,99.69359431
3278,≤Ã,¶Õ,11,5,1002779,99.69409140
3279,≤Â,¶◊,11,5,1002784,99.69458849
3280,≤Î,¶‡,11,5,1002789,99.69508558
3281,≤˘, J,11,5,1002794,99.69558267
3282,≥p,∆÷,11,5,1002799,99.69607976
3283,≥◊,§f,12,5,1002804,99.69657685
3284,¥j,§ﬂ,12,5,1002809,99.69707394
3285,¥z,§‚,12,5,1002814,99.69757102
3286,¥~,§‚,12,5,1002819,99.69806811
3287,¥¢,§‚,12,5,1002824,99.69856520
3288,¥¨,§‚,12,5,1002829,99.69906229
3289,¥¯,§Ù,12,5,1002834,99.69955938
3290,¥˘,§Ù,12,5,1002839,99.70005647
3291,µZ,•…,12,5,1002844,99.70055356
3292,µ≠,¶À,12,5,1002849,99.70105065
3293,µﬁ, J,12,5,1002854,99.70154774
3294,∂w,™˜,12,5,1002859,99.70204483
3295,∂æ,∞®,12,5,1002864,99.70254191
3296,∂·,§f,13,5,1002869,99.70303900
3297,∂Ê,§f,13,5,1002874,99.70353609
3298,∂Ú,§g,13,5,1002879,99.70403318
3299,∏B,•ÿ,13,5,1002884,99.70453027
3300,∏R,•‹,13,5,1002889,99.70502736
3301,∏¿,¶‰,13,5,1002894,99.70552445
3302,∏¯,®¨,13,5,1002899,99.70602154
3303,πI,∆÷,13,5,1002904,99.70651863
3304,πi,™˙,13,5,1002909,99.70701572
3305,πl,´A,13,5,1002914,99.70751281
3306,πu,≠≤,13,5,1002919,99.70800989
3307,πº,…C,14,5,1002924,99.70850698
3308,π‚,§k,14,5,1002929,99.70900407
3309,πÚ,§s,14,5,1002934,99.70950116
3310,∫¨,§Ù,14,5,1002939,99.70999825
3311,∫∞,§Ù,14,5,1002944,99.71049534
3312,∫≥,§ı,14,5,1002949,99.71099243
3313,∫Õ,•ÿ,14,5,1002954,99.71148952
3314,∫Ô,¶Õ,14,5,1002959,99.71198661
3315,ªQ,¶ﬁ,14,5,1002964,99.71248370
3316,ªh,¶‰,14,5,1002969,99.71298078
3317,ªÃ,™˜,14,5,1002974,99.71347787
3318,ªÂ,≠π,14,5,1002979,99.71397496
3319,ª˜,§H,15,5,1002984,99.71447205
3320,ºA,§M,15,5,1002989,99.71496914
3321,ºR,§f,15,5,1002994,99.71546623
3322,ºm,§y,15,5,1002999,99.71596332
3323,º£,§ﬂ,15,5,1003004,99.71646041
3324,ºß,§ﬂ,15,5,1003009,99.71695750
3325,º∫,§‚,15,5,1003014,99.71745459
3326,ΩM,•ÿ,15,5,1003019,99.71795167
3327,Ωq,¶Õ,15,5,1003024,99.71844876
3328,Ω£,¶◊,15,5,1003029,99.71894585
3329,Ωª,¶‰,15,5,1003034,99.71944294
3330,Ωø,¶‰,15,5,1003039,99.71994003
3331,æk,≠π,15,5,1003044,99.72043712
3332,æ¨,§K,16,5,1003049,99.72093421
3333,æµ,§f,16,5,1003054,99.72143130
3334,æª,§f,16,5,1003059,99.72192839
3335,æÏ,§Ï,16,5,1003064,99.72242548
3336,øw,¶À,16,5,1003069,99.72292257
3337,ø…,¶Á,16,5,1003074,99.72341965
3338,ø⁄,®•,16,5,1003079,99.72391674
3339,ø·,®¨,16,5,1003084,99.72441383
3340,øÁ,®Æ,16,5,1003089,99.72491092
3341,¿G,™˙,16,5,1003094,99.72540801
3342,¿≤,…L,17,5,1003099,99.72590510
3343,¿Ã,§Ï,17,5,1003104,99.72640219
3344,¿ˆ,•…,17,5,1003109,99.72689928
3345,¡≈,®¶,17,5,1003114,99.72739637
3346,¡”,®Æ,17,5,1003119,99.72789346
3347,¡ﬁ,®ª,17,5,1003124,99.72839054
3348,¡Î,™˜,17,5,1003129,99.72888763
3349,¡˛,∞®,17,5,1003134,99.72938472
3350,¬W,§‡,18,5,1003139,99.72988181
3351,¬u,§ı,18,5,1003144,99.73037890
3352,¬x,§¸,18,5,1003149,99.73087599
3353,¬z,•…,18,5,1003154,99.73137308
3354,¬},∆‘,18,5,1003159,99.73187017
3355,¬Æ,¶À,18,5,1003164,99.73236726
3356,¬Î,™˜,18,5,1003169,99.73286435
3357,¬ˆ,™˘,18,5,1003174,99.73336144
3358,¬˙,´A,18,5,1003179,99.73385852
3359,√s,§Ù,19,5,1003184,99.73435561
3360,√©,•ÿ,19,5,1003189,99.73485270
3361,√»,¶‰,19,5,1003194,99.73534979
3362,√…,¶‰,19,5,1003199,99.73584688
3363,√œ,®•,19,5,1003204,99.73634397
3364,√Ù,™˜,19,5,1003209,99.73684106
3365,ƒ[,§g,20,5,1003214,99.73733815
3366,ƒg,§Î,20,5,1003219,99.73783524
3367,ƒß, J,20,5,1003224,99.73833233
3368,ƒ¯,¶‰,21,5,1003229,99.73882941
3369,ƒ˛,®•,21,5,1003234,99.73932650
3370,≈W,≠π,21,5,1003239,99.73982359
3371,≈µ,´B,22,5,1003244,99.74032068
3372,≈Ú,§g,24,5,1003249,99.74081777
3373,∆],®ª,25,5,1003254,99.74131486
3374,∆`,≠∂,25,5,1003259,99.74181195
3375,—∫,§‚,10,5,1003264,99.74230904
3376,‹j,™˜,12,5,1003269,99.74280613
3377,Î¶,®•,16,5,1003274,99.74330322
3378,Î–,∆÷,17,5,1003279,99.74380031
3379,(¸¸),§Ï,10,5,1003284,99.74429739
3380,§^,§A,03,4,1003288,99.74469507
3381,§›,§},04,4,1003292,99.74509274
3382,•◊,•◊,05,4,1003296,99.74549041
3383,•⁄,•⁄,05,4,1003300,99.74588808
3384,¶I,∆∆,06,4,1003304,99.74628575
3385,¶j,§j,06,4,1003308,99.74668342
3386,¶l,§k,06,4,1003312,99.74708109
3387,ßD,§H,07,4,1003316,99.74747876
3388,ß[,§f,07,4,1003320,99.74787644
3389,ßo,§f,07,4,1003324,99.74827411
3390,ß™,§k,07,4,1003328,99.74867178
3391,ß¨,§k,07,4,1003332,99.74906945
3392,ß∞,§k,07,4,1003336,99.74946712
3393,ß„,§‚,07,4,1003340,99.74986479
3394,ß˙,§Ï,07,4,1003344,99.75026246
3395,®Z,§Ù,07,4,1003348,99.75066013
3396,®Ú,§Q,08,4,1003352,99.75105781
3397,©C,§f,08,4,1003356,99.75145548
3398,©J,§f,08,4,1003360,99.75185315
3399,©Ú,§Á,08,4,1003364,99.75225082
3400,™l,§Ù,08,4,1003368,99.75264849
3401,™t,§Ù,08,4,1003372,99.75304616
3402,™{,§Ù,08,4,1003376,99.75344383
3403,™¡,•‹,08,4,1003380,99.75384150
3404,™‡, J,08,4,1003384,99.75423918
3405,´M,§H,09,4,1003388,99.75463685
3406,´S,§H,09,4,1003392,99.75503452
3407,´g,§M,09,4,1003396,99.75543219
3408,´œ,§s,09,4,1003400,99.75582986
3409,´⁄,§},09,4,1003404,99.75622753
3410,´,§ﬂ,09,4,1003408,99.75662520
3411,¨@,§‚,09,4,1003412,99.75702287
3412,¨N,§È,09,4,1003416,99.75742055
3413,¨U,§Ï,09,4,1003420,99.75781822
3414,¨t,…a,09,4,1003424,99.75821589
3415,¨≥,§ı,09,4,1003428,99.75861356
3416,¨Õ,∆‘,09,4,1003432,99.75901123
3417,¨Á,•‹,09,4,1003436,99.75940890
3418,¨Û,¶Ã,09,4,1003440,99.75980657
3419,≠a, J,09,4,1003444,99.76020424
3420,≠d, J,09,4,1003448,99.76060192
3421,≠|,∆÷,09,4,1003452,99.76099959
3422,ÆC,§f,10,4,1003456,99.76139726
3423,ÆU,§k,10,4,1003460,99.76179493
3424,Æf,∆À,10,4,1003464,99.76219260
3425,Æ¬,§‚,10,4,1003468,99.76259027
3426,Øs,•◊,10,4,1003472,99.76298794
3427,Øw,•ÿ,10,4,1003476,99.76338561
3428,Ø€,¶◊,10,4,1003480,99.76378329
3429,ØÚ, J,10,4,1003484,99.76418096
3430,Ø¯, J,10,4,1003488,99.76457863
3431,Ø˚, J,10,4,1003492,99.76497630
3432,∞`,®≠,10,4,1003496,99.76537397
3433,∞Œ,∆«,11,4,1003500,99.76577164
3434,∞–,∆«,11,4,1003504,99.76616931
3435,∞‘,§f,11,4,1003508,99.76656698
3436,∞˝,§k,11,4,1003512,99.76696465
3437,±´,§ﬂ,11,4,1003516,99.76736233
3438,±∞,§‚,11,4,1003520,99.76776000
3439,±È,§Ï,11,4,1003524,99.76815767
3440,±Í,§Ï,11,4,1003528,99.76855534
3441,±Î,§Ï,11,4,1003532,99.76895301
3442,≤k,§ı,11,4,1003536,99.76935068
3443,≤l,§ı,11,4,1003540,99.76974835
3444,≤w,•…,11,4,1003544,99.77014602
3445,≤¨,∆‘,11,4,1003548,99.77054370
3446,≤Á,¶◊,10,4,1003552,99.77094137
3447,≤Ì,¶‡,11,4,1003556,99.77133904
3448,≤ı, J,11,4,1003560,99.77173671
3449,≤˜, J,11,4,1003564,99.77213438
3450,≥k,®¨,11,4,1003568,99.77253205
3451,≥Á,§f,12,4,1003572,99.77292972
3452,¥P,§s,12,4,1003576,99.77332739
3453,¥∆,§Ï,12,4,1003580,99.77372507
