
!	！
#	＃
$	＄
yg	痤
yg	裎
yg3	新埤鄉
yg3	新城鄉
ygc	新埔鎮
ygqz	高士打道
ygx	疰
ygx	凐
ygx	痤
ygx	塱
ygx	裎
ygx	禋
ygx	瘞
ygx	瘽
ygx	癃
yh	市
yh'	新竹縣
yh7	新竹縣
yhw	新竹縣
yhy	新竹市
yi	斌
yi	鹹
yi	戲
yi	祇
yi	氓
yi	襪
yi	衹
yix	疧
yix	斌
yix	祴
yix	戠
yix	虥
yix	禨
yix	襶
yix	襳
yj	辦
yj	章
yj	祥
yj	辯
yj	辨
yj	卓
yj	辛
yj	率
yj	牽
yj	斗
yj	卒
yj	瘁
yj	癖
yj	痺
yj	裨
yj	瘴
yj	禪
yj	瓣
yj	辮
yj	癬
yj	痒
yj'	高雄縣
yj3	龍井鄉
yj7	高雄縣
yjc	斗南鎮
yjg	新加坡
yjw	高雄縣
yjx	痒
yjx	袢
yjx	袶
yjx	祽
yjx	禕
yjx	褘
yjx	韸
yjx	癉
yjx	禫
yjx	襌
yjx	襗
yjx	嚲
yjy	高雄市
yk	獻
yk	疾
yk	族
yk	奕
yk	虞
yk	袱
yk	袂
yk	襖
yk	瘓
yk	痍
yk	祅
yk	瘼
ykx	祅
ykx	祑
ykx	衭
ykx	袟
ykx	裌
ykx	瘈
ykx	瘊
ykx	禊
ykx	褉
ykx	瘯
ykx	瘼
ykx	襆
ykx	韺
ykx	襫
yl	襁
yl3	褒忠鄉
ylx	祌
ylx	衶
ylx	痋
ylx	瘙
ylx	襁
ylx	蠪
ym	上
ym	盧
ym	症
ym	虛
ym	祖
ym	祉
ym	痙
ym	瘧
ym	瘟
ym	痱
ym	祗
ym	襤
ym	袒
ym	祚
ym	虐
ym	疽
ym	疸
ymx	冱
ymx	疘
ymx	衁
ymx	痄
ymx	盓
ymx	袛
ymx	袓
ymx	亶
ymx	裶
ymx	瘥
ymx	褞
ymx	韰
ymx	璗
ymx	襢
ymx	鹺
ymx	亹
ymx	斖
ymzb	上週
yn	為
yn	方
yn	旁
yn	初
yn	虧
yn	馮
yn	祠
yn	翊
yn	癆
yn	劾
yn	虜
yn	瘍
yn	与
yn.b	為了
yne/	方法
ynox	方便
ynx	与
ynx	礽
ynx	礿
ynx	祊
ynx	勍
ynx	痀
ynx	疿
ynx	竘
ynx	袀
ynx	衯
ynx	祤
ynx	翊
ynx	袧
ynx	袎
ynx	祹
ynx	禓
ynx	裼
ynx	勯
ynx	禡
ynx	禢
ynx	禤
ynx	褟
ynx	勴
ynx	勷
ynx	襡
yo	次
yo	旋
yo	凝
yo	鹼
yo	疚
yo	畝
yo	癡
yo	亥
yo	祆
yo	歆
yo	歔
yo'	彰化縣
yo7	彰化縣
yoc	新化鎮
yow	彰化縣
yox	欬
yox	欴
yox	欳
yox	痎
yox	歆
yox	瘐
yox	歊
yox	禔
yox	歑
yox	瘚
yox	褆
yox	歔
yox	瘲
yox	褷
yox	斔
yox	螤
yox	襝
yoy	彰化市
yp	意
yp	忘
yp	慮
yp	祕
yp	憑
yp	癒
yp	癮
yp	痣
yp	恣
yp	忐
yp	戇
ypx	忐
ypx	忞
ypx	虙
ypx	惄
ypx	禗
ypx	瘜
ypx	瘛
ypx	憝
ypx	瘱
ypx	戇
yqx	挲
yqx	撉
yqx	襻
yr	裕
yr	站
yr	裙
yr	占
yr	祐
yr	韶
yr	禧
yr	啻
yr	吝
yr	冶
yr	瘡
yr	痞
yr	痴
yr	咨
yr	痂
yr	瘩
yr	褡
yr	裾
yrx	冾
yrx	痁
yrx	祏
yrx	祜
yrx	祒
yrx	祫
yrx	袑
yrx	凔
yrx	痦
yrx	祰
yrx	袺
yrx	袼
yrx	袷
yrx	袽
yrx	痯
yrx	碆
yrx	瘔
yrx	裾
yrx	褣
yrx	礱
ys3	新屋鄉
ysc	虎尾鎮
yt	立
yt	禮
yt	虛
yt	痘
yt	弈
yt	疳
yt,j	禮拜
yt3	龍井鄉
ytc	卓蘭鎮
ytx	甝
ytx	裋
ytx	竮
ytx	髜
ytx	襣
yty	新莊市
yu	癌
yu	疝
yu3	龍崎鄉
yu3	旗山鄉
yu[	龍山區
yu[	文山區
yuc	旗山鎮
yux	罋
yv	妾
yv	姿
yv	妄
yv	褸
yv	痿
yvx	凄
yvx	癭
yw	福
yw	睿
yw	督
yw	袖
yw	盲
yw	畜
yw	襠
yw	瘤
yw	鹵
yw	痼
yw3	六甲鄉
yw3	新園鄉
ywx	卣
ywx	凅
ywx	痐
ywx	裀
ywx	痼
ywx	裍
ywx	褔
ywx	旛
ywx	癗
yx	文
yx	交
yx	放
yx	被
yx	效
yx	毅
yx	夜
yx	敦
yx	複
yx	敵
yx	凌
yx	叔
yx	敲
yx	竣
yx	瘦
yx	疲
yx	虔
yx	疫
yx	痠
yx	瘢
yx	癥
yx	裰
yxx	冹
yxx	敁
yxx	殶
yxx	祋
yxx	衩
yxx	敊
yxx	祓
yxx	衱
yxx	衼
yxx	袚
yxx	敨
yxx	祲
yxx	毃
yxx	瘕
yxx	禐
yxx	裰
yxx	裬
yxx	敹
yxx	褑
yxx	叡
yxx	皻
yxx	癈
yxx	襒
yxx	癜
yxx	癓
yxx	皽
yxx	襏
yxx	竷
yxx	頀
yy	於
yy	亦
yy	卡
yy	冷
yy	京
yy	疼
yy	療
yy	襟
yy	瘀
yy	痲
yy	褂
yy	卞
yy3	新社鄉
yy3	新市鄉
yyao	於是
yyx	旍
yyx	瘭
yyx	瘵
yyx	旚
yyx	褾
yyx	龒
yyy	斗六市
yz	褪
z	1
z	2
z	3
z	4
z	5
z	6
z	7
z	8
z	9
z	0
z	１
z	２
z	３
z	４
z	５
z	６
z	７
z	８
z	９
z	０
z'	述
z'	迅
z'	迄
z'	逃
z'	遷
z'	延
z'	邋
z'	迆
z'	迤
z'	邐
z'x	迍
z'x	迣
z'x	迡
z,	逆
z,x	迻
z,x	逤
z,x	遻
z-	逃
z-	逸
z-	遞
z-	邈
z-x	迒
z-x	遶
z.	逐
z.	巡
z.	遂
z.	遽
z.	邃
z.	遝
z.x	遯
z0	進
z0	邏
z0	暹
z0x	鶐
z1	近
z1	述
z1	逝
z1	迎
z1x	遰
z2	連
z2	運
z2	蓮
z3	遜
z4	這
z4ow	這個
z4yg	這裡
z5	遺
z5x	遉
z5x	頲
z7c	通宵鎮
z8	選
z9	迎
z9x	郔
z;	導
z;	遵
z=	遏
z[	還
z[	退
z[	遠
z[ao	還是
z]	追
z]	遣
z`	Ｚ
z`[	建成區
z``	ㄈ
z`l	ｚ
za	遭
za	迫
zax	邅
zb	通
zb	過
zb	遍
zb	週
zb	遊
zb	適
zb	遇
zb	遂
zb	逍
zb	逾
zb	邁
zb	迂
zb	迥
zb	遘
zb	邇
zbx	迓
zbx	迾
zbx	迵
zbx	迶
zbx	逋
zbx	遄
zbx	遹
zd	速
zd	途
zd	迷
zd	述
zd3	造橋鄉
zdx	邍
ze	逮
ze	遝
zex	逑
zex	逯
zf	遮
zf	逖
zg	廷
zg	逛
zg	逞
zg	逵
zg	遑
zgx	迋
zgx	遳
zj	達
zj	建
zj	避
zj	遲
zj	逢
zj	蓬
zj	遴
zj	違
zj	邂
zj3	達仁鄉
zjx	迕
zjx	逄
zjx	逴
zjx	遧
zk	送
zk	迭
zkx	迖
zkx	迗
zl	蜑
zm	延
zm	逕
zm3	延平鄉
zm[	延平區
zmx	迮
zmx	遾
zn	邊
zn	透
zn	遢
znx	迿
znx	逿
zr	造
zr	追
zr	遣
zr	迢
zr	逅
zr	迨
zr	迦
zrx	迠
zrx	适
zrx	迼
zrx	逜
zrx	逭
zrx	逽
zsx	迉
zt	迸
zt	逗
ztx	邆
zu	遙
zux	辿
zv	逶
zw	道
zw	迪
zw	逼
zw	迴
zw	遏
zw	遁
zw	遛
zw	迺
zwx	逌
zwx	遒
zx	返
zx	邀
zx	遨
zx	遐
zxx	逡
zxx	遫
zy	逸
zy	遼
zy	巡
zz	Ⅰ
zz	Ⅱ
zz	Ⅲ
zz	Ⅳ
zz	Ⅴ
zz	Ⅵ
zz	Ⅶ
zz	Ⅷ
zz	Ⅸ
zz	Ⅹ
zz	ⅰ
zz	ⅱ
zz	ⅲ
zz	ⅳ
zz	ⅴ
zz	ⅵ
zz	ⅶ
zz	ⅷ
zz	ⅸ
zz	ⅹ
zz	⑴
zz	⑵
zz	⑶
zz	⑷
zz	⑸
zz	⑹
zz	⑺
zz	⑻
zz	⑼
zz	⑽
zz	①
zz	②
zz	③
zz	④
zz	⑤
zz	⑥
zz	⑦
zz	⑧
zz	⑨
zz	⑩
{	【
{}	【  】
}	】
~	～
